REGION,YEAR,SPECIES_CD,SPECIES_NAME,avMort,Var,SE,CV_perc,n_sites,n_strat,ngrtot,MORT_TYPE
SEFCRI,2020,STE INTE,Stephanocoenia intersepta,0.3690119181310765,0.027802640359307188,0.166741237728725,45.185867863892945,55,11,85827,Recent
SEFCRI,2021,AGA FRAG,Agaricia fragilis,0,5.7207758621489965e-11,7.563581071257845e-6,Inf,5,3,31182,Recent
SEFCRI,2021,AGA GRAH,Agaricia grahamae,0,0,0,NA,1,1,4085,Recent
SEFCRI,2021,AGA LAMA,Agaricia lamarcki,0,0,0,NA,2,2,12347,Recent
SEFCRI,2021,COL NATA,Colpophyllia natans,0,0,0,NA,3,3,17823,Recent
SEFCRI,2021,DIP LABY,Diploria labyrinthiformis,0,0,0,NA,3,3,37112,Recent
SEFCRI,2021,EUS FAST,Eusmilia fastigiata,0.18781725888324874,5.667858177731707e-10,2.380726397075419e-5,0.012675759465509664,13,6,26004,Recent
SEFCRI,2021,MAD DECA,Madracis decactis,0.1841583806818182,0.025251380617756492,0.15890682999089906,86.28813383489302,10,5,21120,Recent
SEFCRI,2021,MEA MEAN,Meandrina meandrites,0.05209927558412407,0.0027143345830196765,0.05209927622356837,100.00000122735737,26,6,49005,Recent
SEFCRI,2021,MON CAVE,Montastraea cavernosa,0.18582127303658502,0.004855470366206247,0.06968120525799082,37.49904632515987,79,9,82590,Recent
SEFCRI,2021,MUS ANGU,Mussa angulosa,0,0,0,NA,1,1,8262,Recent
SEFCRI,2021,MYC ALIC,Mycetophyllia aliciae,0,8.404144557970348e-10,2.8989902652424255e-5,Inf,8,3,17024,Recent
SEFCRI,2021,MYC LAMA,Mycetophyllia lamarckiana,0,5e-9,7.071067811865475e-5,Inf,2,1,8262,Recent
SEFCRI,2021,ORB ANNU,Orbicella annularis,0.37151985394796894,0,0,0,2,2,13146,Recent
SEFCRI,2021,ORB FAVE,Orbicella faveolata,0.8978996404053613,0.25755151457485703,0.5074953345350645,56.520273725240955,12,6,45885,Recent
SEFCRI,2021,POR ASTR,Porites astreoides,0.4183567138819565,0.02098516656821555,0.14486257821886075,34.62656948293536,82,8,52352,Recent
SEFCRI,2021,POR DIVA,Porites divaricata,0.2797985115700304,8.12624407299932e-10,2.85065677923515e-5,0.010188248547997237,12,4,41789,Recent
SEFCRI,2021,POR FURC,Porites furcata,0,0,0,NA,1,1,24765,Recent
SEFCRI,2021,POR PORI,Porites porites,1.3628635139796776,0.12071134736133476,0.3474353858796406,25.493043310338514,45,7,50588,Recent
SEFCRI,2021,PSE CLIV,Pseudodiploria clivosa,0,1.4724145647094285e-9,3.837205447600413e-5,Inf,7,2,26348,Recent
SEFCRI,2021,PSE STRI,Pseudodiploria strigosa,0,6.002038623321694e-10,2.449905839684802e-5,Inf,17,7,50769,Recent
SEFCRI,2021,SCO SPE.,Scolymia spp,0,0,0,NA,1,1,4677,Recent
SEFCRI,2021,SID RADI,Siderastrea radians,0.8818078341127855,0.3069513041208482,0.5540318620087189,62.829092754222096,38,8,80826,Recent
SEFCRI,2021,SID SIDE,Siderastrea siderea,0.09334931987265804,0.0012185912072064343,0.0349083257577105,37.395372355503504,88,9,82590,Recent
SEFCRI,2021,SOL BOUR,Solenastrea bournoni,0.2084525773542978,0.014060591907438996,0.11857736675874953,56.88457694490806,25,5,46673,Recent
SEFCRI,2021,SOL HYAD,Solenastrea hyades,0,2e-9,4.4721359549995795e-5,Inf,5,1,24765,Recent
SEFCRI,2022,ACR CERV,Acropora cervicornis,0.1847828957755709,0.0017477396385721586,0.04180597611074473,22.624375451676226,15,4,32765,Recent
SEFCRI,2022,AGA AGAR,Agaricia agaricites,0.31786874083385713,4.8165028581129946e-5,0.006940102922949338,2.1833235016263437,38,9,50912,Recent
