REGION,YEAR,ANALYSIS_STRATUM,STRAT,RUG_CD,PROT,n,avmort,Var,SE,CV_perc,MORT_TYPE
Tortugas,2011,ISOL_LR / PROT = 2,ISOL_LR,NA,2,2,3.550976800976801,0.42791405955325384,0.6541514041514043,18.42173128169862,Old
Tortugas,2011,ISOL_MR / PROT = 2,ISOL_MR,NA,2,1,14.44805194805195,NA,NA,NA,Old
FLK,2011,MCPR / PROT = 0,MCPR,NA,0,36,10.666179420770037,2.250833673286983,1.500277865359275,14.06574750128255,Old
FLK,2011,MCPR / PROT = 1,MCPR,NA,1,10,4.075374914399891,3.604085205286104,1.898442836981431,46.583268456442894,Old
SEFCRI,2011,MIDR0 / PROT = 0,MIDR0,0,0,3,10.1875,7.274739583333333,2.697172516420359,26.47531304461702,Old
SEFCRI,2011,MIDR1 / PROT = 0,MIDR1,1,0,1,11.153846153846153,NA,NA,NA,Old
SEFCRI,2011,NEAR0 / PROT = 0,NEAR0,0,0,18,9.33434817957517,3.4449706480703473,1.8560632123045668,19.884229478024903,Old
SEFCRI,2011,NEAR1 / PROT = 0,NEAR1,1,0,4,4.313112745098039,6.277165408136294,2.505427190747377,58.088608826533886,Old
SEFCRI,2011,OFFR0 / PROT = 0,OFFR0,0,0,2,12.071428571428571,24.290816326530614,4.928571428571429,40.828402366863905,Old
SEFCRI,2011,OFFR1 / PROT = 0,OFFR1,1,0,6,8.34090909090909,9.862486959889559,3.140459673342353,37.65128763680205,Old
FLK,2011,OFPR / PROT = 0,OFPR,NA,0,20,11.121638004896024,1.7181621028864036,1.310786825874598,11.785915215884177,Old
FLK,2011,OFPR / PROT = 1,OFPR,NA,1,1,21.675,NA,NA,NA,Old
Tortugas,2012,CONT_HR / PROT = 2,CONT_HR,NA,2,6,24.371535430563235,3.36408945834261,1.8341454299871125,7.5257688840030745,Old
Tortugas,2012,CONT_LR / PROT = 2,CONT_LR,NA,2,4,15.155052264808361,21.132764911106882,4.5970387110733455,30.3333741827348,Old
Tortugas,2012,CONT_MR / PROT = 2,CONT_MR,NA,2,4,14.98748764851706,4.253147646594585,2.0623160879444704,13.76025212703696,Old
SEFCRI,2012,DPRC0 / PROT = 0,DPRC0,0,0,1,11.785714285714285,NA,NA,NA,Old
FLK,2012,FMLR / PROT = 0,FMLR,NA,0,38,9.564985835223967,0.9835889625789792,0.9917605369135128,10.368656619032938,Old
