"REGION","YEAR","SPECIES_CD","SPECIES_NAME","avMort","Var","SE","CV_perc","n_sites","n_strat","ngrtot","MORT_TYPE"
"SEFCRI",2022,"EUS FAST","Eusmilia fastigiata",0,5.93197515099694e-11,7.7019316739354e-06,Inf,9,5,21919,"Old"
"SEFCRI",2022,"HEL CUCU","Helioceris cucullata",0,0,0,NA,1,1,8262,"Old"
"SEFCRI",2022,"MAD DECA","Madracis decactis",3.78503291683461,13.6981048625542,3.70109508963958,97.78237523849,12,4,14886,"Old"
"SEFCRI",2022,"MEA JACK","Meandrina jacksoni",0,0,0,NA,1,1,24765,"Old"
"SEFCRI",2022,"MEA MEAN","Meandrina meandrites",1.03909311283788,0.539909807849379,0.734785552286774,70.714120150406,20,6,26768,"Old"
"SEFCRI",2022,"MON CAVE","Montastraea cavernosa",19.2067112137028,38.6298722957836,6.21529341992666,32.3600087009817,49,10,84244,"Old"
"SEFCRI",2022,"MYC ALIC","Mycetophyllia aliciae",0.36678080204283,4.94745591706633e-10,2.22428773252615e-05,0.00606435156948705,10,4,17231,"Old"
"SEFCRI",2022,"MYC FERO","Mycetophyllia ferox",0,0,0,NA,1,1,8262,"Old"
"SEFCRI",2022,"ORB FAVE","Orbicella faveolata",0.888584057308337,0,0,0,3,3,13122,"Old"
"SEFCRI",2022,"ORB FRAN","Orbicella franksi",70,0,0,0,1,1,2528,"Old"
"SEFCRI",2022,"POR ASTR","Porites astreoides",1.82382333840326,0.398791355461961,0.631499291735122,34.6250252663174,49,9,50705,"Old"
"SEFCRI",2022,"POR DIVA","Porites divaricata",10.6285714285714,8.82367346938775,2.97046687734231,27.9479410502636,5,1,24765,"Old"
"SEFCRI",2022,"POR PORI","Porites porites",2.50110981606628,2.53087707377871,1.59087305394827,63.6066854693484,18,5,38241,"Old"
"SEFCRI",2022,"POR SPE.","Porites spp",2,0,0,0,1,1,8262,"Old"
"SEFCRI",2022,"PSE STRI","Pseudodiploria strigosa",0,3.33333333333333e-09,5.77350269189626e-05,Inf,3,1,2332,"Old"
"SEFCRI",2022,"SID RADI","Siderastrea radians",3.99342116012404,4.58026998580895,2.14015653301551,53.5920567153259,45,12,87434,"Old"
"SEFCRI",2022,"SID SIDE","Siderastrea siderea",14.548961231589,79.2911222549523,8.90455626378723,61.2040689506649,66,12,87434,"Old"
"SEFCRI",2022,"SOL BOUR","Solenastrea bournoni",12.6291901815462,100.423687367158,10.0211619768946,79.3492047616601,11,5,44121,"Old"
"SEFCRI",2022,"STE INTE","Stephanocoenia intersepta",35.2688401383219,0.975151535330555,0.987497612822712,2.79991519128448,48,9,80234,"Old"
